id,transgenic-line,product-id,structure-id,structure-abbrev,structure-name,name,injection-volume,injection-structures,gender,strain,sum,structure-color,num-voxels,injection-coordinates,selected,experiment_page_url
168616111,Chat-IRES-Cre-neo,5,653,VI,Abducens nucleus,Chat-IRES-Cre-412,0.00202166895,"[{""id""=>653, ""abbreviation""=>""VI"", ""name""=>""Abducens nucleus"", ""color""=>""FFB3D9""}]",M,B6.129,0.1188732552,ffb3d9,,"[10770, 5230, 6110]",false,http://connectivity.brain-map.org/projection/experiment/168616111
167442042,Syt17-Cre_NO14,5,867,PB,Parabrachial nucleus,Syt17-Cre-82,0.013746475925,"[{""id""=>616, ""abbreviation""=>""CUN"", ""name""=>""Cuneiform nucleus"", ""color""=>""FF90FF""}, {""id""=>795, ""abbreviation""=>""PAG"", ""name""=>""Periaqueductal gray"", ""color""=>""FF90FF""}, {""id""=>867, ""abbreviation""=>""PB"", ""name""=>""Parabrachial nucleus"", ""color""=>""FFAE6F""}]",M,"",0.118307891975,ffae6f,,"[10280, 3700, 7120]",false,http://connectivity.brain-map.org/projection/experiment/167442042
293888501,Nos1-CreERT2,5,726,DG,Dentate gyrus,Nos1-CreERT2-120793,0.007923820012499999,"[{""id""=>218, ""abbreviation""=>""LP"", ""name""=>""Lateral posterior nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>325, ""abbreviation""=>""SGN"", ""name""=>""Suprageniculate nucleus"", ""color""=>""FF909F""}, {""id""=>475, ""abbreviation""=>""MG"", ""name""=>""Medial geniculate complex"", ""color""=>""FF8084""}, {""id""=>726, ""abbreviation""=>""DG"", ""name""=>""Dentate gyrus"", ""color""=>""7ED04B""}, {""id""=>563807435, ""abbreviation""=>""PoT"", ""name""=>""Posterior triangular thalamic nucleus"", ""color""=>""FF8084""}]",M,B6.129,0.1182706434,7ed04b,,"[8530, 3830, 7720]",false,http://connectivity.brain-map.org/projection/experiment/293888501
299655676,Vip-IRES-Cre,5,961,PIR,Piriform area,Vip-IRES-Cre-126292,0.0228715487,"[{""id""=>111, ""abbreviation""=>""AIp"", ""name""=>""Agranular insular area, posterior part"", ""color""=>""219866""}, {""id""=>329, ""abbreviation""=>""SSp-bfd"", ""name""=>""Primary somatosensory area, barrel field"", ""color""=>""188064""}, {""id""=>583, ""abbreviation""=>""CLA"", ""name""=>""Claustrum"", ""color""=>""8ADA87""}, {""id""=>677, ""abbreviation""=>""VISC"", ""name""=>""Visceral area"", ""color""=>""11AD83""}, {""id""=>952, ""abbreviation""=>""EPd"", ""name""=>""Endopiriform nucleus, dorsal part"", ""color""=>""A0EE9D""}, {""id""=>961, ""abbreviation""=>""PIR"", ""name""=>""Piriform area"", ""color""=>""6ACBBA""}]",F,C57BL/6J,0.1182022492,6acbba,,"[6490, 5160, 9530]",false,http://connectivity.brain-map.org/projection/experiment/299655676
286609510,Slc17a6-IRES-Cre,5,1048,GRN,Gigantocellular reticular nucleus,Slc17a6-IRES-Cre-3631,0.0076886481875,"[{""id""=>136, ""abbreviation""=>""IRN"", ""name""=>""Intermediate reticular nucleus"", ""color""=>""FFB3D9""}, {""id""=>1048, ""abbreviation""=>""GRN"", ""name""=>""Gigantocellular reticular nucleus"", ""color""=>""FFB3D9""}]",F,B6.129,0.117412134,ffb3d9,,"[11790, 6380, 6080]",false,http://connectivity.brain-map.org/projection/experiment/286609510
553446684,Gnb4-IRES2-CreERT2,5,378,SSs,Supplemental somatosensory area,Gnb4-IRES2-CreERT2-270132,0.014138368125,"[{""id""=>378, ""abbreviation""=>""SSs"", ""name""=>""Supplemental somatosensory area"", ""color""=>""188064""}]",F,"",0.11738252575,188064,,"[5960, 3980, 9630]",false,http://connectivity.brain-map.org/projection/experiment/553446684
575772121,Penk-IRES2-Cre-neo,5,385,VISp,Primary visual area,Penk-IRES2-Cre-neo-298362,0.045886020599999994,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>409, ""abbreviation""=>""VISl"", ""name""=>""Lateral visual area"", ""color""=>""08858C""}]",M,unknown,0.11729417997500001,08858c,,"[9250, 1430, 9070]",false,http://connectivity.brain-map.org/projection/experiment/575772121
509880387,Rorb-IRES2-Cre,5,302,SCs,"Superior colliculus, sensory related",Rorb-IRES2-Cre-208962,0.044026161900000006,"[{""id""=>294, ""abbreviation""=>""SCm"", ""name""=>""Superior colliculus, motor related"", ""color""=>""FF90FF""}, {""id""=>302, ""abbreviation""=>""SCs"", ""name""=>""Superior colliculus, sensory related"", ""color""=>""FF7AFF""}]",M,"",0.1172874486,ff7aff,,"[9280, 1370, 6470]",false,http://connectivity.brain-map.org/projection/experiment/509880387
301800314,Chat-IRES-Cre-neo,5,661,VII,Facial motor nucleus,Chat-IRES-Cre-123463,0.0027771684062500002,"[{""id""=>136, ""abbreviation""=>""IRN"", ""name""=>""Intermediate reticular nucleus"", ""color""=>""FFB3D9""}, {""id""=>398, ""abbreviation""=>""SOC"", ""name""=>""Superior olivary complex"", ""color""=>""FFAE6F""}, {""id""=>661, ""abbreviation""=>""VII"", ""name""=>""Facial motor nucleus"", ""color""=>""FFB3D9""}, {""id""=>1093, ""abbreviation""=>""PRNc"", ""name""=>""Pontine reticular nucleus, caudal part"", ""color""=>""FFBA86""}]",M,B6.129,0.11670670550000001,ffb3d9,,"[10500, 6820, 6840]",false,http://connectivity.brain-map.org/projection/experiment/301800314
568502684,Ai75(RCL-nT),44,425,VISpl,Posterolateral visual area,Ai75(T503)-284535,0.0056899339,"[{""id""=>425, ""abbreviation""=>""VISpl"", ""name""=>""Posterolateral visual area"", ""color""=>""08858C""}, {""id""=>918, ""abbreviation""=>""ENTl"", ""name""=>""Entorhinal area, lateral part"", ""color""=>""32B825""}, {""id""=>926, ""abbreviation""=>""ENTm"", ""name""=>""Entorhinal area, medial part, dorsal zone"", ""color""=>""32B825""}, {""id""=>312782628, ""abbreviation""=>""VISpor"", ""name""=>""Postrhinal area"", ""color""=>""08858C""}]",M,unknown,0.1162282842,08858c,,"[9920, 2520, 1940]",false,http://connectivity.brain-map.org/projection/experiment/568502684
545434921,Tlx3-Cre_PL56,5,972,PL,Prelimbic area,Tlx3-Cre_PL56-262307,0.0052324986875,"[{""id""=>731, ""abbreviation""=>""ORBm"", ""name""=>""Orbital area, medial part"", ""color""=>""248A5E""}, {""id""=>746, ""abbreviation""=>""ORBvl"", ""name""=>""Orbital area, ventrolateral part"", ""color""=>""248A5E""}, {""id""=>972, ""abbreviation""=>""PL"", ""name""=>""Prelimbic area"", ""color""=>""2FA850""}, {""id""=>993, ""abbreviation""=>""MOs"", ""name""=>""Secondary motor area"", ""color""=>""1F9D5A""}]",F,"",0.1162205618,2fa850,,"[2570, 3300, 6080]",false,http://connectivity.brain-map.org/projection/experiment/545434921
266583498,Grp-Cre_KH288,5,48,ACAv,"Anterior cingulate area, ventral part",Grp-Cre_KH288-133,0.009109385425,"[{""id""=>39, ""abbreviation""=>""ACAd"", ""name""=>""Anterior cingulate area, dorsal part"", ""color""=>""40A666""}, {""id""=>44, ""abbreviation""=>""ILA"", ""name""=>""Infralimbic area"", ""color""=>""59B363""}, {""id""=>48, ""abbreviation""=>""ACAv"", ""name""=>""Anterior cingulate area, ventral part"", ""color""=>""40A666""}, {""id""=>972, ""abbreviation""=>""PL"", ""name""=>""Prelimbic area"", ""color""=>""2FA850""}]",F,FVB.CD1(ICR),0.1161440924,40a666,,"[3880, 3300, 6220]",false,http://connectivity.brain-map.org/projection/experiment/266583498
609475139,Ai75(RCL-nT),44,362,MD,Mediodorsal nucleus of thalamus,Ai75(T601)-333323,0.0018193790343750001,"[{""id""=>149, ""abbreviation""=>""PVT"", ""name""=>""Paraventricular nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>362, ""abbreviation""=>""MD"", ""name""=>""Mediodorsal nucleus of thalamus"", ""color""=>""FF909F""}]",F,"",0.11605565934374999,ff909f,,"[6650, 3560, 5500]",false,http://connectivity.brain-map.org/projection/experiment/609475139
263370720,Slc18a2-Cre_OZ14,5,329,SSp-bfd,"Primary somatosensory area, barrel field",Slc18a2-Cre-119,0.01427992545,"[{""id""=>329, ""abbreviation""=>""SSp-bfd"", ""name""=>""Primary somatosensory area, barrel field"", ""color""=>""188064""}]",F,"",0.11603895555,188064,,"[6180, 1790, 8940]",false,http://connectivity.brain-map.org/projection/experiment/263370720
265125894,Oxt-IRES-Cre,5,194,LHA,Lateral hypothalamic area,Oxt-IRES-Cre-3326,0.001471759865625,"[{""id""=>194, ""abbreviation""=>""LHA"", ""name""=>""Lateral hypothalamic area"", ""color""=>""F2483B""}, {""id""=>390, ""abbreviation""=>""SO"", ""name""=>""Supraoptic nucleus"", ""color""=>""FF5D50""}, {""id""=>576073704, ""abbreviation""=>""PeF"", ""name""=>""Perifornical nucleus"", ""color""=>""F2483B""}]",M,C57BL/6J,0.11594982699999999,f2483b,,"[6190, 6130, 6860]",false,http://connectivity.brain-map.org/projection/experiment/265125894
127711098,"",5,843,PAR,Parasubiculum,378-1441,0.025146121349999998,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>843, ""abbreviation""=>""PAR"", ""name""=>""Parasubiculum"", ""color""=>""72D569""}, {""id""=>484682508, ""abbreviation""=>""APr"", ""name""=>""Area prostriata"", ""color""=>""33B932""}]",M,C57BL/6J,0.11568564349999999,72d569,,"[9860, 2770, 8370]",false,http://connectivity.brain-map.org/projection/experiment/127711098
287044088,Avp-IRES2-Cre,5,38,PVH,Paraventricular hypothalamic nucleus,Avp-IRES2-Cre-D-3565,0.00975637727268066,"[{""id""=>38, ""abbreviation""=>""PVH"", ""name""=>""Paraventricular hypothalamic nucleus"", ""color""=>""FF5D50""}, {""id""=>63, ""abbreviation""=>""PVHd"", ""name""=>""Paraventricular hypothalamic nucleus, descending division"", ""color""=>""FF4C3E""}, {""id""=>88, ""abbreviation""=>""AHN"", ""name""=>""Anterior hypothalamic nucleus"", ""color""=>""FF4C3E""}, {""id""=>181, ""abbreviation""=>""RE"", ""name""=>""Nucleus of reuniens"", ""color""=>""FF909F""}, {""id""=>797, ""abbreviation""=>""ZI"", ""name""=>""Zona incerta"", ""color""=>""F2483B""}, {""id""=>830, ""abbreviation""=>""DMH"", ""name""=>""Dorsomedial nucleus of the hypothalamus"", ""color""=>""FF5547""}, {""id""=>1077, ""abbreviation""=>""PR"", ""name""=>""Perireunensis nucleus"", ""color""=>""FF909F""}]",F,B6.129,0.1155715274,ff5d50,,"[6450, 5650, 5890]",false,http://connectivity.brain-map.org/projection/experiment/287044088
650408717,A930038C07Rik-Tg1-Cre,36,312782574,VISli,Laterointermediate area,A930038C07Rik-Tg1-Cre-355049,0.0117286792,"[{""id""=>409, ""abbreviation""=>""VISl"", ""name""=>""Lateral visual area"", ""color""=>""08858C""}, {""id""=>541, ""abbreviation""=>""TEa"", ""name""=>""Temporal association areas"", ""color""=>""15B0B3""}, {""id""=>312782574, ""abbreviation""=>""VISli"", ""name""=>""Laterointermediate area"", ""color""=>""08858C""}, {""id""=>312782628, ""abbreviation""=>""VISpor"", ""name""=>""Postrhinal area"", ""color""=>""08858C""}]",F,"",0.1155345869125,08858c,,"[8810, 2020, 2030]",false,http://connectivity.brain-map.org/projection/experiment/650408717
286725359,Pvalb-IRES-Cre,5,978,PGRNl,"Paragigantocellular reticular nucleus, lateral part",Pvalb-IRES-Cre-5132,0.011245742549999998,"[{""id""=>235, ""abbreviation""=>""LRN"", ""name""=>""Lateral reticular nucleus"", ""color""=>""FFB3D9""}, {""id""=>978, ""abbreviation""=>""PGRNl"", ""name""=>""Paragigantocellular reticular nucleus, lateral part"", ""color""=>""FFB3D9""}]",M,B6.129,0.1155008008,ffb3d9,,"[11720, 7020, 6920]",false,http://connectivity.brain-map.org/projection/experiment/286725359
268321927,Chat-IRES-Cre-neo,5,483,MH,Medial habenula,Chat-IRES-Cre-3235,0.0080654275625,"[{""id""=>186, ""abbreviation""=>""LH"", ""name""=>""Lateral habenula"", ""color""=>""FF909F""}, {""id""=>382, ""abbreviation""=>""CA1"", ""name""=>""Field CA1"", ""color""=>""7ED04B""}, {""id""=>483, ""abbreviation""=>""MH"", ""name""=>""Medial habenula"", ""color""=>""FF909F""}, {""id""=>726, ""abbreviation""=>""DG"", ""name""=>""Dentate gyrus"", ""color""=>""7ED04B""}]",F,B6.129,0.115306702,ff909f,,"[7380, 2970, 5970]",false,http://connectivity.brain-map.org/projection/experiment/268321927
482640524,Scnn1a-Tg3-Cre,36,385,VISp,Primary visual area,Scnn1a-Tg3-Cre-195225,0.005872251262499999,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>533, ""abbreviation""=>""VISpm"", ""name""=>""posteromedial visual area"", ""color""=>""08858C""}, {""id""=>879, ""abbreviation""=>""RSPd"", ""name""=>""Retrosplenial area, dorsal part"", ""color""=>""1AA698""}, {""id""=>894, ""abbreviation""=>""RSPagl"", ""name""=>""Retrosplenial area, lateral agranular part"", ""color""=>""1AA698""}]",M,"",0.115295315625,08858c,,"[8770, 830, 4000]",false,http://connectivity.brain-map.org/projection/experiment/482640524
159433905,Syt6-Cre_KI148,5,111,AIp,"Agranular insular area, posterior part",Syt6-Cre-660,0.013660703875,"[{""id""=>111, ""abbreviation""=>""AIp"", ""name""=>""Agranular insular area, posterior part"", ""color""=>""219866""}, {""id""=>583, ""abbreviation""=>""CLA"", ""name""=>""Claustrum"", ""color""=>""8ADA87""}, {""id""=>677, ""abbreviation""=>""VISC"", ""name""=>""Visceral area"", ""color""=>""11AD83""}, {""id""=>952, ""abbreviation""=>""EPd"", ""name""=>""Endopiriform nucleus, dorsal part"", ""color""=>""A0EE9D""}, {""id""=>961, ""abbreviation""=>""PIR"", ""name""=>""Piriform area"", ""color""=>""6ACBBA""}]",M,C57BL/6J,0.11493341755000001,219866,,"[5710, 5650, 9480]",false,http://connectivity.brain-map.org/projection/experiment/159433905
522774029,Cux2-IRES-Cre,35,39,ACAd,"Anterior cingulate area, dorsal part",Cux2-IRES-Cre-243007,0.01122412375,"[{""id""=>39, ""abbreviation""=>""ACAd"", ""name""=>""Anterior cingulate area, dorsal part"", ""color""=>""40A666""}]",M,C57BL/6J,0.11399901205,40a666,,"[4720, 1810, 5430]",false,http://connectivity.brain-map.org/projection/experiment/522774029
298350922,A930038C07Rik-Tg1-Cre,5,312782628,VISpor,Postrhinal area,A930038C07Rik-Tg1-Cre-123230,0.0245244804,"[{""id""=>541, ""abbreviation""=>""TEa"", ""name""=>""Temporal association areas"", ""color""=>""15B0B3""}, {""id""=>895, ""abbreviation""=>""ECT"", ""name""=>""Ectorhinal area"", ""color""=>""0D9F91""}, {""id""=>918, ""abbreviation""=>""ENTl"", ""name""=>""Entorhinal area, lateral part"", ""color""=>""32B825""}, {""id""=>312782628, ""abbreviation""=>""VISpor"", ""name""=>""Postrhinal area"", ""color""=>""08858C""}]",M,C57BL/6J,0.11302854867499999,08858c,,"[9490, 3110, 9800]",false,http://connectivity.brain-map.org/projection/experiment/298350922
265287564,Tac2-IRES2-Cre,5,483,MH,Medial habenula,Tac2-IRES2-Cre-D-101,0.00840878908105469,"[{""id""=>149, ""abbreviation""=>""PVT"", ""name""=>""Paraventricular nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>186, ""abbreviation""=>""LH"", ""name""=>""Lateral habenula"", ""color""=>""FF909F""}, {""id""=>483, ""abbreviation""=>""MH"", ""name""=>""Medial habenula"", ""color""=>""FF909F""}]",M,B6.129,0.11234996359999999,ff909f,,"[6710, 3030, 5970]",false,http://connectivity.brain-map.org/projection/experiment/265287564
273055501,"",5,491,MM,Medial mammillary nucleus,378-1891,0.04212598079375,"[{""id""=>491, ""abbreviation""=>""MM"", ""name""=>""Medial mammillary nucleus"", ""color""=>""FF4C3E""}, {""id""=>525, ""abbreviation""=>""SUM"", ""name""=>""Supramammillary nucleus"", ""color""=>""FF4C3E""}, {""id""=>946, ""abbreviation""=>""PH"", ""name""=>""Posterior hypothalamic nucleus"", ""color""=>""FF4C3E""}, {""id""=>980, ""abbreviation""=>""PMd"", ""name""=>""Dorsal premammillary nucleus"", ""color""=>""FF4C3E""}]",M,C57BL/6J,0.1122335053,ff4c3e,,"[7740, 5840, 5940]",false,http://connectivity.brain-map.org/projection/experiment/273055501
147790922,Oxt-IRES-Cre,5,390,SO,Supraoptic nucleus,Oxt-IRES-Cre-1211,0.0047049374312499994,"[{""id""=>194, ""abbreviation""=>""LHA"", ""name""=>""Lateral hypothalamic area"", ""color""=>""F2483B""}, {""id""=>390, ""abbreviation""=>""SO"", ""name""=>""Supraoptic nucleus"", ""color""=>""FF5D50""}]",F,B6.129,0.1120705117,ff5d50,,"[5950, 6690, 6900]",false,http://connectivity.brain-map.org/projection/experiment/147790922
520019334,A930038C07Rik-Tg1-Cre,35,385,VISp,Primary visual area,A930038C07Rik-Tg1-Cre-242325,0.0192506349,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>409, ""abbreviation""=>""VISl"", ""name""=>""Lateral visual area"", ""color""=>""08858C""}]",F,"",0.112035963025,08858c,,"[8940, 1660, 2480]",false,http://connectivity.brain-map.org/projection/experiment/520019334
182888003,Calb2-IRES-Cre,5,599,CM,Central medial nucleus of the thalamus,Calb2-IRES-Cre-213,0.009991969319335941,"[{""id""=>59, ""abbreviation""=>""IMD"", ""name""=>""Intermediodorsal nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>362, ""abbreviation""=>""MD"", ""name""=>""Mediodorsal nucleus of thalamus"", ""color""=>""FF909F""}, {""id""=>599, ""abbreviation""=>""CM"", ""name""=>""Central medial nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>907, ""abbreviation""=>""PCN"", ""name""=>""Paracentral nucleus"", ""color""=>""FF909F""}]",F,C57BL/6J,0.1113659603,ff909f,,"[6450, 4330, 5950]",false,http://connectivity.brain-map.org/projection/experiment/182888003
300319630,Htr2a-Cre_KM207,5,918,ENTl,"Entorhinal area, lateral part",Htr2a-Cre_KM207-123932,0.039580538900000004,"[{""id""=>918, ""abbreviation""=>""ENTl"", ""name""=>""Entorhinal area, lateral part"", ""color""=>""32B825""}, {""id""=>926, ""abbreviation""=>""ENTm"", ""name""=>""Entorhinal area, medial part, dorsal zone"", ""color""=>""32B825""}]",F,"",0.11120745203749999,32b825,,"[9450, 5200, 9550]",false,http://connectivity.brain-map.org/projection/experiment/300319630
589397775,Ai75(RCL-nT),42,385,VISp,Primary visual area,Ai75(T601)-311794,0.017837103725,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>409, ""abbreviation""=>""VISl"", ""name""=>""Lateral visual area"", ""color""=>""08858C""}]",F,"",0.1111395821375,08858c,,"[9190, 1800, 2280]",false,http://connectivity.brain-map.org/projection/experiment/589397775
288322797,Syt17-Cre_NO14,5,726,DG,Dentate gyrus,Syt17-Cre_NO14-219,0.0129417477,"[{""id""=>726, ""abbreviation""=>""DG"", ""name""=>""Dentate gyrus"", ""color""=>""7ED04B""}]",M,C57BL/6J,0.11066544404999999,7ed04b,,"[7080, 2560, 6370]",false,http://connectivity.brain-map.org/projection/experiment/288322797
299732033,Efr3a-Cre_NO108,5,928,CUL,Culmen,Efr3a-Cre_NO108-131948,0.035877782850000005,"[{""id""=>928, ""abbreviation""=>""CUL"", ""name""=>""Culmen"", ""color""=>""FFFC91""}, {""id""=>1007, ""abbreviation""=>""SIM"", ""name""=>""Simple lobule"", ""color""=>""FFFC91""}]",F,FVB.CD1(ICR),0.1104448289,fffc91,,"[10310, 3170, 7930]",false,http://connectivity.brain-map.org/projection/experiment/299732033
273025166,"",5,366,SMT,Submedial nucleus of the thalamus,378-1902,0.0419010237197754,"[{""id""=>181, ""abbreviation""=>""RE"", ""name""=>""Nucleus of reuniens"", ""color""=>""FF909F""}, {""id""=>189, ""abbreviation""=>""RH"", ""name""=>""Rhomboid nucleus"", ""color""=>""FF909F""}, {""id""=>362, ""abbreviation""=>""MD"", ""name""=>""Mediodorsal nucleus of thalamus"", ""color""=>""FF909F""}, {""id""=>366, ""abbreviation""=>""SMT"", ""name""=>""Submedial nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>414, ""abbreviation""=>""SPFm"", ""name""=>""Subparafascicular nucleus, magnocellular part"", ""color""=>""FF8084""}, {""id""=>599, ""abbreviation""=>""CM"", ""name""=>""Central medial nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>685, ""abbreviation""=>""VM"", ""name""=>""Ventral medial nucleus of the thalamus"", ""color""=>""FF8084""}, {""id""=>741, ""abbreviation""=>""VPMpc"", ""name""=>""Ventral posteromedial nucleus of the thalamus, parvicellular part"", ""color""=>""FF8084""}, {""id""=>1077, ""abbreviation""=>""PR"", ""name""=>""Perireunensis nucleus"", ""color""=>""FF909F""}]",M,C57BL/6J,0.1103983101375,ff909f,,"[7210, 4890, 5980]",false,http://connectivity.brain-map.org/projection/experiment/273025166
595884140,Tlx3-Cre_PL56,35,894,RSPagl,"Retrosplenial area, lateral agranular part",Tlx3-Cre_PL56-319681,0.00412520924375,"[{""id""=>533, ""abbreviation""=>""VISpm"", ""name""=>""posteromedial visual area"", ""color""=>""08858C""}, {""id""=>879, ""abbreviation""=>""RSPd"", ""name""=>""Retrosplenial area, dorsal part"", ""color""=>""1AA698""}, {""id""=>894, ""abbreviation""=>""RSPagl"", ""name""=>""Retrosplenial area, lateral agranular part"", ""color""=>""1AA698""}]",M,unknown,0.11022275599999999,1aa698,,"[8250, 610, 4490]",false,http://connectivity.brain-map.org/projection/experiment/595884140
306268688,Penk-IRES2-Cre-neo,5,353,SSp-n,"Primary somatosensory area, nose",Penk-IRES2-Cre-neo-145870,0.023466717400000003,"[{""id""=>329, ""abbreviation""=>""SSp-bfd"", ""name""=>""Primary somatosensory area, barrel field"", ""color""=>""188064""}, {""id""=>353, ""abbreviation""=>""SSp-n"", ""name""=>""Primary somatosensory area, nose"", ""color""=>""188064""}, {""id""=>182305689, ""abbreviation""=>""SSp-un"", ""name""=>""Primary somatosensory area, unassigned"", ""color""=>""188064""}]",M,"",0.1100246343,188064,,"[5800, 2220, 8650]",false,http://connectivity.brain-map.org/projection/experiment/306268688
171021122,Slc6a3-Cre,5,839,DMX,Dorsal motor nucleus of the vagus nerve,Slc6a3-Cre-4520,0.00738427795,"[{""id""=>651, ""abbreviation""=>""NTS"", ""name""=>""Nucleus of the solitary tract"", ""color""=>""FFA5D2""}, {""id""=>773, ""abbreviation""=>""XII"", ""name""=>""Hypoglossal nucleus"", ""color""=>""FFB3D9""}, {""id""=>839, ""abbreviation""=>""DMX"", ""name""=>""Dorsal motor nucleus of the vagus nerve"", ""color""=>""FFB3D9""}]",F,C57BL/6J,0.1093748306,ffb3d9,,"[12850, 5580, 6060]",false,http://connectivity.brain-map.org/projection/experiment/171021122
642180077,Vipr2-IRES2-Cre,5,170,LGd,Dorsal part of the lateral geniculate complex,Vipr2-IRES2-Cre-332906,0.001460995025,"[{""id""=>170, ""abbreviation""=>""LGd"", ""name""=>""Dorsal part of the lateral geniculate complex"", ""color""=>""FF8084""}, {""id""=>382, ""abbreviation""=>""CA1"", ""name""=>""Field CA1"", ""color""=>""7ED04B""}, {""id""=>463, ""abbreviation""=>""CA3"", ""name""=>""Field CA3"", ""color""=>""7ED04B""}]",F,"",0.10919609820000001,ff8084,,"[7350, 3240, 8140]",false,http://connectivity.brain-map.org/projection/experiment/642180077
496965687,Ai75(RCL-nT),44,1077,PR,Perireunensis nucleus,Ai75(T503)-208054,0.0014470019457031198,"[{""id""=>181, ""abbreviation""=>""RE"", ""name""=>""Nucleus of reuniens"", ""color""=>""FF909F""}, {""id""=>366, ""abbreviation""=>""SMT"", ""name""=>""Submedial nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>1077, ""abbreviation""=>""PR"", ""name""=>""Perireunensis nucleus"", ""color""=>""FF909F""}, {""id""=>560581559, ""abbreviation""=>""Xi"", ""name""=>""Xiphoid thalamic nucleus"", ""color""=>""FF909F""}]",F,"",0.10906348827500001,ff909f,,"[6310, 5050, 5560]",false,http://connectivity.brain-map.org/projection/experiment/496965687
287712779,Nxph4-T2A-CreERT2,5,795,PAG,Periaqueductal gray,Nxph4-2A-CreERT2-D-3840,0.0128094054154808,"[{""id""=>115, ""abbreviation""=>""IV"", ""name""=>""Trochlear nucleus"", ""color""=>""FF90FF""}, {""id""=>128, ""abbreviation""=>""MRN"", ""name""=>""Midbrain reticular nucleus"", ""color""=>""FF90FF""}, {""id""=>795, ""abbreviation""=>""PAG"", ""name""=>""Periaqueductal gray"", ""color""=>""FF90FF""}, {""id""=>872, ""abbreviation""=>""DR"", ""name""=>""Dorsal nucleus raphe"", ""color""=>""FFA6FF""}]",M,B6.129,0.10832240859999999,ff90ff,,"[9390, 3560, 6010]",false,http://connectivity.brain-map.org/projection/experiment/287712779
521255975,Ai75(RCL-nT),44,886,RSPv,"Retrosplenial area, ventral part",Ai75(T503)-215057,0.0058481579625,"[{""id""=>886, ""abbreviation""=>""RSPv"", ""name""=>""Retrosplenial area, ventral part"", ""color""=>""1AA698""}, {""id""=>1037, ""abbreviation""=>""POST"", ""name""=>""Postsubiculum"", ""color""=>""48C83C""}]",M,"",0.10811353354374999,1aa698,,"[8320, 1680, 4870]",false,http://connectivity.brain-map.org/projection/experiment/521255975
509463587,Htr2a-Cre_KM207,5,726,DG,Dentate gyrus,Htr2a-Cre_KM207-207420,0.005833095975,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>463, ""abbreviation""=>""CA3"", ""name""=>""Field CA3"", ""color""=>""7ED04B""}, {""id""=>726, ""abbreviation""=>""DG"", ""name""=>""Dentate gyrus"", ""color""=>""7ED04B""}]",M,"",0.10784406325,7ed04b,,"[8830, 1900, 8590]",false,http://connectivity.brain-map.org/projection/experiment/509463587
179640955,Scnn1a-Tg3-Cre,5,985,MOp,Primary motor area,Scnn1a-Tg3-Cre-4816,0.00662463095,"[{""id""=>337, ""abbreviation""=>""SSp-ll"", ""name""=>""Primary somatosensory area, lower limb"", ""color""=>""188064""}, {""id""=>985, ""abbreviation""=>""MOp"", ""name""=>""Primary motor area"", ""color""=>""1F9D5A""}]",F,B6.C3H,0.10684947105,1f9d5a,,"[5290, 1470, 7180]",false,http://connectivity.brain-map.org/projection/experiment/179640955
267211671,Pcdh9-Cre_NP276,5,926,ENTm,"Entorhinal area, medial part, dorsal zone",Pcdh9-Cre-80,0.0034495892812499997,"[{""id""=>918, ""abbreviation""=>""ENTl"", ""name""=>""Entorhinal area, lateral part"", ""color""=>""32B825""}, {""id""=>926, ""abbreviation""=>""ENTm"", ""name""=>""Entorhinal area, medial part, dorsal zone"", ""color""=>""32B825""}]",F,"",0.1064424746,32b825,,"[10120, 3510, 9900]",false,http://connectivity.brain-map.org/projection/experiment/267211671
167793416,Wfs1-Tg3-CreERT2,5,926,ENTm,"Entorhinal area, medial part, dorsal zone",Wfs1-Tg3-CreERT2-5271,0.0054821665500000005,"[{""id""=>918, ""abbreviation""=>""ENTl"", ""name""=>""Entorhinal area, lateral part"", ""color""=>""32B825""}, {""id""=>926, ""abbreviation""=>""ENTm"", ""name""=>""Entorhinal area, medial part, dorsal zone"", ""color""=>""32B825""}]",F,C57BL/6J,0.10614888619999999,32b825,,"[10040, 4720, 9270]",false,http://connectivity.brain-map.org/projection/experiment/167793416
